id,date,text,rat
syd0****,22.06.19.,"색상이 정말 이쁘네요.
진하지도 튀지도 않는 그런 아주 라이트한 그레이입니다.
아무 옷에나 너무나 잘 어울리겠습니다.

디자인도 마스크 하면 얼굴 V라인 이쁩니다.
다른 후기들에서도 언급이 되었던 코 부분이 뜬다는 말이 무슨 얘기인지 직접 착용해보니 알겠습니다.

얼굴도 잘 감싸주고 턱 라인도 너무 예쁩니다.
다만 코 부분이 어정쩡하게 떠서 공기 유입이 코로 나 되네요.
양쪽 귀쪽 끈을 최대로 잡아 당겨서 넘겨주면 그나마 밀착 됩니다.
밀착이 되긴 하지만 조금 후 다시 헐거워집니다.

kf94 인데도 숨쉬기가 아주 편합니다.

안타깝지만 재구매는 못하겠네요.",평점2
invu****,22.06.07.,"주문시ㅜㅜ
실수로 핑크베이지는 대형
라이트실버는 중형했어요
후기읽고 둘다 중형하려했거든여
근데 껴보니 둘다 대형할껄그랬습니다.
후기에 대형이 자꾸크다해서요.
써보니 일반 보통크기 얼굴이고요
대형이 좋습니다.
중형은 딱맞긴한데
여름이고 넘 딱맞으면 눈밑 주름생길것같아요. 말을 많이 하는 직업이라서요.
색깔은 핑크베이지가 마음에 쏙들어요.
라이트실버 이쁘긴하지만 핑크베이지짱~~
친정가서 나눠주고 또사러올게요. 번창하십쇼.",평점5
ejm0****,22.12.07.,"얼마전에 종류대로 여러가지 주문해서 다른거종류 쓰다가 오늘 아침에 새로 뜯은마스크 25장중 3장이 불량이네요..
이정도 불량은 담기전에한번만더 확인하셨음 충분히 볼수있는 불량같은데... 실망스럽네요...한두장정도 불량은 간간히 나오긴하지만 유독 티나는 불량이라 기분이 실망스럽네요...",평점1
coco****,22.08.27.,화이트랑 핑크랑 같이 결제했어요 빨리 도착해서 좋았는데 밑에 트여있더라고요...? 마스크 끼는 이유가 감염병 때문인데 이렇게 위생이 안 좋다...? 제조하고 저한테 오기 전까지 아무도 확인 못한것도 이해가 안 가고 포장 전까지 창고같은 곳에 쌓아뒀을 텐데 틈사이로 벌레가 들어갔을지 뜯어보기 전까지 너무 두려웠어요 너무 실망이에요,평점1
atom****,23.01.18.,초등3 되는데 쭈욱 크리넥스 라이트핏 중형만 쓰는데 가격이 너무 비싸서 이것저것 찾다가 초등 고학년 쓴다고 하기에 그리고 상세보기에서 여성이 소형 착용샷을 보고 가능하겠다 싶어 구매했어요 사이즈표를 보면 가로는 같고 세로가 1센치 작아요 그래서 참고해서 구매해요 아이가 착용했을때 전에 쓰던거 보다는 작은데 쓰기에 무리가 없어요,평점4
282n****,22.05.30.,"얇고 색도 이쁘고 크기도 크고
다~~좋은데..
귀 끈이 왜이리 짧은지..ㅜㅜ
얼큰이라 귀가 넘나 아프네요..
s/s? 한예슬씨 모델인 마스크랑 거진 같다고 해서
주문했는데 마스크 부분은 아~주 미세하게 작은데
끈 길이가 너무 짧아서 억지로 땡겨서 끈 늘린다음에 써야하는 번거로움이..ㅡㅜ
사진에는 제가 끈을 조금 당긴 상태입니다.",평점4
soyo****,22.11.04.,"코로나 초기부터 에코프로와 디럭스 두종류 정착해서 사용중이였어요. 계속해서 재구매하는데는 이유가 있겠죠? 여자분들 화장도 잘 묻어나지 않고, 일반적인 대형 착용시 사이즈가 커서 여유남는 분들 많잖아요? 중형사이즈도 있어서 여성분들이 편하게 착용하기 좋아요. 재구매하게 만드는 푸름웰니스 짱!",평점5
ddal****,22.07.13.,"배송이 빨랐어요.
상품은 포장지퍼백으로 되어있고 사이즈는 잘 맞는듯 해요. 핑크색상 피푸톤에도 잘 맞는 핑크에요. 안감도 보들보들해서 피부에 자극도 없네요.
끈도 편안해요. 마스크쓰면서 귀가 젤 아픈데 요거는 덜 아파요.
코부분이 살짝 뜨지만 대체적으로 만족해요~",평점4
ejin****,22.05.06.,"색깔이 만족스럽고 가격이 착해요! kf-94에 색깔 마스큰데도 착한가격🙌
특히 여름에 쓰기 좋을 것 같아요.
다만.. 이렇게 귀끈 불량이 있어요ㅜㅜ..ㅜ
귀끈 잡고 뜯은거 아닌데 끊어져 있는 마스크가 있네요..그래도 넘 좋아요!!!! 검수 잘 해서 보내주셨으면 더 좋을 것 같습니다.",평점4
dbst****,24.01.15.,"이전 구매 제품은 문제없이 사용했는데 퇴근 구매한 제품은 마스크 윗부분이 힘없이
떨어집니다. 첨엔 하나 불량인가보다 하고 버렸는데 같은 불량으로 10개이상은 버렸습니다.
쓰기 전 다 확인해놓고 쓸것도 아닌데 얼마나 더 불량이 나올지 모르겠네요. 조치 확인해주세요",평점1
wrap****,24.09.29.,"비교해 보려고 여러가지 구매했어요. 저에게는 브리즈가 가장 잘맞는 것 같아요. 얼굴 폭이 좁고 중안부가 긴 편인데 브리즈 쓰니 중안부도 짧아 보이고 브이라인이 만들어지네요. 얼굴 폭 좁고 중안부 길면 브리즈, 동그란 편에 광대가 있으면 디럭스나 클래식 선택하시면 될거 같아요.",평점5
swee****,22.07.21.,"일단 저는 색상 때문에 구입한거라서…톤다운된 핑크라 고급스러우면서도 은은해요. 제 얼굴이 작은 편이라서 M사이즈로 구매했음에도 코부분이 뜨긴 하지만, 타사 제품으로 딱 맞는 사이즈는 뺨 부분이 너무 밀착되어서 끈적끈적 안 좋더라구요. 바이러스는 좀 들어와도, 통풍 잘되고 여유있는 이 마스크를 더 많이 쓰게 될 것 같아요 ㅎㅎㅎ",평점5
funk****,23.01.28.,핑크베이지 색상 예쁘네요! 톤 다운된 느낌이라 아무데나 쓰기 좋을 것 같아요. 디럭스는 도톰한 느낌인데 대형 사이즈가 좀 커서 딱 맞는 느낌은 아니지만 중형으로 했으면 또 사이즈가 좀 아쉬웠을 것 같은? 브리즈보다 마스크 끈이 더 길어서 더 넉넉한 것 같습니다.,평점5
mint****,22.10.24.,평소 새부리형 마스크를 선호하는데 비움 이 마스크만 착용하게 되네요~ 비움 디럭스는 사이즈가 아주 넉넉해서 얼굴이 큰 사람도 넉넉히 사용하기 좋고 숨쉬기도 편합니다. 오래 착용해도 귀 하나도 안아파요~~앞으로 이 제품만 사용할듯요~~,평점5
bong****,22.05.19.,"마스크 살 때도 됐고 새부리형으로 알아보다가 네이버에서 라이브 방송하는거 보고 샀어요!
혹해서 사는 거 아닌가 했지만 너무 만족합니당
25개가 한 봉지에 들어있는지는 몰라서 당황했지만
환경을 생각하면 좋은 것 같더라구요!
저는 화이트실버M이랑 핑크L로 샀는데
지난번에 썼던 마스크가 L였어서 M괜찮을까 반신반의하며 구매했는데 왠걸 잘 맞아서 기분이가 좋잖아요..?
마스크 사이즈 하나로도 기분이 좋아지는...경험을...ㅎㅎ
실버는 정말 은은하게 실버색이에요! 어떤 분은 예쁘다 그러고 어떤 분은 먼지 앉은 것 같다고 하는데...◡̈
제 눈에는 좋습니당! 코시국이 계속 되면 다른색으로도 구매하고 싶네요!",평점5
rang****,22.09.14.,"다들 크기가....어떤분은 작다 어떤분은 크다 이래서, 작은것보다는 큰게 나은것같아서 그냥 대형으로 시켰습니다. 물론 크기는 큽니다. 그래서 귀거는 걸이를 저렇게 묶어서 사용하고 있습니다. 사람 얼굴크기는 다 다르니 제 리뷰가! 사진이! 묶어서 사용한다고 아 나는 중간으로 사야지 하시지마시고 제 생각은 #작은것보다 큰게 낫다#가 중점입니다:) 구매하시는데 참고하세요.
마스크 안쪽은 부직포가 아니라서 좋습니다. 마스크 안쪽보고 사시는 분들을 위해, 안쪽 사진찍어봤습니다.",평점5
kkyu****,24.02.20.,"만족하며 사용하고 있습니다. :)
핑크와 살구색에 중간이라해야하나요?
색상이 은은하고 고급스러워요.
피부색이 검은편이라서 핑크톤이나
베이지 살구톤이 잘 안어울리는데
이건 피부까지 화사해 보여요. :)
착용감됴 편하고 좋습니다.
사이즈는 크게 나온편이라서
중사이즈도 여유있네요. 만족해요.
많이 파시고 건강하세요. :)",평점5
dojo****,22.12.27.,"얼굴작은 성인 여성
항상 스몰만 착용하는...
이번에도 실패 안하고 잘산거같애요
평소에 쓰는 흰색 스몰 사이즈와 비교
이번에 구매한 핑크베이지 스몰
어떤게 더 잘어울리나요~?
저는 이번에 구매한 핑크베이지가 더 맘에 드네요~~^^",평점5
domo****,22.12.14.,"이 전에 구입했을때 그레이끈이 좀 타이트해져서 학교는 다른 거쓰고 학원처럼 단시간 이용하는 용도로 이용하고 있었는데 이번에 온거는 끈이 좀 여유 있어 학교 쓰고가도 될듯 하네요.음 더사고 싶어도 끈이 차이가 나니까 많이 구입 하기가 조심스러워요 이번 같은 끈 길이면 더 살텐데. 일정하게 상품 만들어주세요

아! 그리고 하나가 포장지가 찢어져 왔어요

사진은 위 마스크가 이전 구입해 쓰던거 아래 끈 긴게 이번 구입한거입니다",평점5
kyr1****,22.05.06.,"푸름마스크가 한박스가 넘는데 또 사고말았네요 ㅎ.
브리즈만쓰고 다녔는데 색상이 넘 이뽀 안살수가없음! Ss랑 브리즈랑 쓰다가 디럭스쓰니 확실히 이것보단 두꺼우나 답답한정도는 아니예요.이쁘면 다용서가되죠. 편하게 잘 쓸게요^^",평점5
wans****,22.07.05.,"우선 벌크 포장이라 놀랬구요
중형을 샀는데 타사(국대) 제품 대형 사이즈네요
중등,얼작 고등 아들들 있어 애들용으로 중형 구입했는데 많이 크네요
마스크는 가격도, 색깔도 맘에 들고 괜찮것 같아요 학교다니는 애들이라 여름에 하루에 두세개씩 써서 중형이 필요했는데 다시 주문해야할것 같아요
작은애는 끈 한번 묶어서 사용해야하고 저희 부부한테도 넉넉해요",평점4
dayf****,22.10.26.,"라이트실버 너무 색상이 예뻐서 쟁여두려고 네이버쇼핑 라이브 할때 바로 추가 구매했어요~
가격 너무 좋아서 아들과 편하게 사용중입니다:)
배송 하루 걸려서 왔구요.
진짜 다른 비싼것들보다 이게 가장 베스트이지 싶어요.
주변 지인들에게 알려줘서 다 구매했다하네여^^
독감도 유행 코로나도 또 유행
다들 마스크로 조심하시길요~",평점5
shgo****,22.10.09.,"남편이 사달라 해서 다른 저렴이들에 비해 가격이 좀 있지만 핑크와 라이트실버 색상을 구매했는데 간지도 나고 중사이즈로 했는데 얼굴 작은 남편부터 초4아들까지 네식구가 사용중예요 ^^;;

* 초딩이들은 귀에 걸때 X 자로 해서 걸면 약간 크지만 얼추 맞더라구요~^.~",평점5
sunh****,22.12.04.,"언젠가 우연히 라이브방송 보고 구매해서 사용 중인데요
라이브 방송 내용 중에서 사이즈 비교가 너무 좋았어요
사이주 설명 듣고 구매해서 사용해 보니 핏감도 좋고 색상은 더 좋아요!
보통 핑크색은 민망한 감이 있는데 이 제품 핑크는 너무 핑크핑크한 색상 아니고 핑크베이지 색상이라 얼굴도 화사해 보이면서 민망하지는 않는 그런 느낌이네요
남편, 아이, 저 까지 여기 마스크로 정착 했어요
새부리 너무 편해요!",평점5
pian****,22.08.05.,"배송 빨라요.
디럭스 핑베가 저한테 색상이며 딱 좋은데 지금 같은 날씨에는 좀 더워서 브리즈 구매해 봤어요.
저는 얼굴 보통 사이즈에 좀 긴 편이라 편하고 딱 좋은데 얼굴 작고 짧으신 분은 크다고 느끼실 것 같아요. 얇고 색상도 이쁘네요. 연한 분홍색에 살짝 스킨색이 들어간 느낌이 나서 더 맘에 드네요~ 디럭스 핑베는 봄 가을 겨울에 쓰고 여름엔 브리즈 쓰면 되겠어요~",평점5
chok****,23.02.02.,"하도 가성비 좋다고해서 구매했네요
냄새도 없고 마스크도 두툼하고
중학생 딸아이가 초딩사이즈는 살짝 작고
왠만한 중형은 또 커서 비움으로 처음 구매해보았는데 사이즈는 좋네요. 다만 귀부분 끈길이가
살짝 타이트해서 마스크이음쪽 잡고 살짝 늘려보았는데ㅜㅜ 약해서 걍 끈기네요. 이음새부분을 좀더 강하게해주시면 더 좋을듯 합니다.",평점4
fks0****,23.01.13.,"두번째구매입니다.
가격행사 자주해서 좋아요.
여러번 갈아타면 구매했는데 정착하려고요.
이가격에 요품질 너무좋아요.
중형으로 통일해서 모든식구사용중입니다.
고등학생이상 입니다.
처음으로 소형 사이즈 얼마나되려나 해서 구매했는데 좀큰 7살인데 올해는 사용할수있을듯합니다.
내년엔좀 작을수도 특히 귀가 아플수도있을듯해요.
쿳초이스!",평점5
tjsg****,22.11.16.,"가격이 좋아 구매했어요 재질은 좀 얇은편이고 약간 종이느끔이랄까 그런 느낌도 있구요
원래 에티카꺼가 딱 맘에 드는데 가격이 사악해서요
두개 비교해보니 모양이나 크기는 거의 비슷하긴 해요
다만 이 마스큰 착용했을때 턱 쪽이 좀 뜨는것같은데 귀끈이 좀더 헐렁해서 그런것같아요 그래도 가격대비 만족해요",평점4
iff0****,23.04.12.,"25개입이면서 24개 들어있는건 뭔가요??
와... 후기 보니 후기 말이 맞았네...
후기보고 이번에는 오자마자 개봉해서 개수 확인부터 했더니 참...어이가 없군요.
와....그러면 앞전에 (50×2) 100개씩 두 번을 주문해서 사용했을때도 한 봉지에 50개가 아니었을수도;;;
그때는 믿고 당연히 50개가 들어있을거라고 생각하고 개수 확인하지도 않고 그냥 사용했는데...
물론 그 때 200개 써보고 그 다음부터는 가격대가 있는개별포장 마스크를 사용해왔지만, 라방을 우연히 보게 되어 혹해서 구매.
ㅎ ""사람이 혹은 기계가 실수 할 수 있지"" 이런 마인드로 장사하지 마십쇼^^
문의란에 문의를 남겨뒀지만 그닥 맘에 드는 답변을 안해 줄것 같아 구매확정 후 리뷰 씀.",평점1
mmys****,23.10.17.,"마스크가 도톰하고 귀끈도 칼국수끈이라 귀도 편해요. 약품냄새도 없고, 숨쉬기 편해요. 성인 남녀, 중딩 아들 세식구 M사이즈 함께 쓰고 있어요. 개별포장이 아니어서 쓰레기 배출도 줄이니 맘에 들어요. 가격 착한건 최고의 매력입니다.",평점5
quti****,22.05.17.,호흡하기 편하게 되었다고해서 너무 얇아서 형태가 찌그러지면 어쩌나 걱정했는데 실제 상품 받아보고 걱정이 사라졌습니다 두깨도 모양도 피부에 닿는 안쪽 부위도 마치 면 같은 부드러운 느낌이라 맘에 들어요 그리고 마스크 사이즈도 넉넉하여 귀 걸이도 조여지지않고 여유 있어 강추입니다,평점5
jung****,22.12.25.,"비움 디럭스 마스크는 워낙 유명해서 다들 아시기에 특별히 적을건없지만 저는 6개월째 이것만 구매해서 사용중입니다
장점은 타제품보다 얼굴 모두가려준다는것과 그것때문에 말을할때 벗겨지지가않네요
그리고 얼굴전체를 감싸주니 겨울철 추운날씨 그나마 덜 춥더군요 ㅋㅋ
요즘 실내 마스크를 내년에 해제한다는데 글쎄요
불안해서 착용하는사람들 일부는 있을거같고 저또한 실내에서는 착용할겁니다
그래서 저는 이제품으로 최소한의 자기관리를 할겁니다
코로나와 함께 살아가는 우리에겐 마스크는 필수가 되어 가는데 이왕하는거 좋은제품사용하는게 낫겠죠? ㅋㅋ",평점5
scho****,22.08.29.,"코로나 2년 넘게 많은 마스크를 사봤지만
이렇게 마스크끈이 잘떨어지는 제품은 처음입니다.
8월9일쯤 받아서 지금까지 매일썼으니 20개 가량썼는데 10개는 사진처럼 마스크끈이 떨어져버립니다.
반으로접힌 마스크를 벌리는 과정에서 그냥 힘없이 뚝 떨어져요. 접착자체가 잘 안된거 같아요. 50개중 1,2개면 이해를 하지만 지금 거의 절반정도가 이렇게 불량입니다. 저렴하게 사려고 벌크 50개짜리 2개 구매한건데 불량 마스크가 많아서 저렴하지도 않네요 더 비싸요.",평점1
zizi****,22.10.12.,"데일리 블랙,베이지 중형 , 디럭스 핑크베이지 미디움 주문했어요
새부리형 써보고 싶었는데 확실히 다른 94보다 편하긴 하더라구요
안감도 부드럽고 착용감좋아요
얼굴이 작은편이긴 한데 살짝 큰감이 았긴 한데 그래도 얼굴더 작아보여 나쁘지않네요 ..ㅋ
같은 사이즈긴하나 블랙이랑 핑크베이지 비교샷 같이 올려요
디럭스가 착용했을때 살짝 여유 있게 느껴지는 정도예요",평점5
jiye****,22.07.12.,"대형 주문했는데 사이즈가 여유 있어요
좀 큽니다
컬러가 예쁩니다 너무 어둡지도 밝지도 않아서 차분하게 좋아요 근데 여름엔 덥네요
확실히 여름용 브리즈랑 차이가 납니다
겨울에 써야 겠어요
개별 포장이 아니라서 가방에 여분으로 들고 다닐때는 지퍼백 따로 사용해야 겠지만 비닐 쓰레기 생각하면 50개가 지퍼백 하나에 들어 있는 게 좋네요",평점4
maze****,23.01.08.,"디럭스 M사이즈 구매했습니다
그전에 TS마스크 사용했어서 비교하자면
두께감이 디럭스가 얇고
마스크색이 세련되게 예쁘면
마스크 끈이 마스크와 같은 색상이라 싼티없고
끈이나 착용감도 좋고 보풀도 없음
다만, 피부에 착 붙는 느낌이 아닌
피부위에 들뜹니다 얼굴형태마다 다르겠지만
참고하세요",평점5
rara****,22.05.20.,라방보고벌크포장을개인적으로안좋아하는데실버색이넘이뻐서샀어여ᆢ위생적으로개별표장선호하는데ㅋ벌크는열자마자섬유냄새가났지만갯수랑불량세지않고그냥믿고한장만써보고후기남녀여ᆢ크기도아이바나리만큼커여ᆢ단지귀끈이넘헐거운것같아여ᆢ가성비좋지만개별포장도만들어좋음좋겠어여ᆢ실버문안하고고급지고색은넘이뻐여ᆢ쓰는동안불량안노오길바래여ᆢ,평점4
yoos****,22.12.08.,"지퍼백하나에 25매씩 들어있어요
개봉하면 새거 냄새나요
통풍시켜놨다 써야겠어요
중형은 얼굴작은 중1 아들용이에요 ㅎ
평소 작은 사이즈 대형썼는데 여기꺼 중형 괜찮은것 같아요 대형흰색과 사이즈 비교 컷도 있어요
얇고 가벼워요",평점4
jjun****,22.07.06.,"컬러가 너무 고급스럽게 예뻐서 자꾸 이것만 쓰게 되네요.. 다만, kf94 중에서도 유독 좀 두꺼운 느낌이에요. 그리고 타 브랜드 중형보다도 훨씬 낙낙하게 큰 느낌. 에코브리즈가 사이즈가 좀 다양하게 나왔으면 좋겠어요.. kf94 얇은거 아이것도 찾고 있는데 영 없네요ㅠㅠ 제발 에코브리즈 중형, 소형도 출시해주세요!",평점5
chan****,22.06.09.,"색깔 너무 예쁘고 피부색이랑 잘어울려요. 그리고 대형은 진짜 큰편이에요. 제가 아이바나리 대형도 써봤는데 그것보다 살짝 작아서 여성분들 중에 얼굴이 크신 분들 쓰기딱 좋아요. 보통 크기시면 중형사는게 좋을 것 같아요. 대형이 생각보다 진짜 커요!

벌크포장이라 집에서 하나씩 꺼내 쓰기 좋아요. 리뷰에 끈 불량이 많다고 봤는데 다행히 제껀 괜찮은것 같아요. 라이브 방송도 자주하셔서 가격도 진짜 저렴하고 이가격에 kf94 색깔 들어간거 새부리형 큰사이즈 찾기 힘든데 앞으로 이걸로 정착하려구요!",평점5
tnrd****,22.10.03.,"앞전에 구매한 마스크는 대형이였고
붙어있는 부분을 살살뗀다고 해도 끈이 떨어져나가
여러개 못쓰고 버리긴 했지만,얇고 특유냄새가 없어서 그동안 잘써왔기에 재주문했습니다.
대형은 조금 큰듯싶어 요번엔 중형으로 구매하니
딱 좋습니다~
저렴한 금액에 구매해서 좋습니다!",평점5
jer2****,23.06.14.,비움 마스크는 처음 사용해봐서 디럭스와 라이트핏 차이를 잘 몰랐어요. 다른분들 리뷰나 이런걸 참고해서 구매하긴 했는데 확실히 라이트핏이 요즘계절에 착용하기 좋은 얇은 마스크고 디럭스는 좀 더 두께감이 있어서 좀 쌀쌀해질때 사용하면 좋을것같아요. 지금은 라이트핏 사용하고 디럭스는 겨울에 미세먼지 많을때 사용하려고 넣어뒀습니다!,평점5
o___****,22.07.07.,"전에 에코플러스 구매해서 사용하다가 저에게는 좀 큰 느낌이 있어서 다 써가는 김에 디럭스 구매했는데 훨씬 좋아요!
에코플러스는 큼직해서 얼굴을 넓게 감싸주는 느낌이 있어서 나쁘지 않았지만
그만틈 고정이 안 돼서 계속 움직였어요.
디럭스는 제 얼굴에 딱 핏돼서 움직임이 거의 없어요.

벌크형이라서 쓰레기 적게 나오는 점이 너무 좋더라고요!
가성비도 너무 좋고 지난번에 구매한 100개 중에 불량이 하나도 없어서 만족했습니다.
계속 재구매하게 되는 브랜드가 될 것 같아요!",평점5
9092****,22.11.25.,"얼굴 사이즈 보통인 여성입니다, 마스크 크기가 너무 커서 줄을 꼬아 쓰려니 줄이 늘어나서 축 쳐지네요^^; 두께도 좀 두꺼운 편이고 핏이 조금 투박해서 저는 개인적으로 이래저래 맞지 않아 남편이 사용하고 있네요~ 보통 크기 얼굴인 남성에게는 적당한 듯 합니다!",평점4
soo_****,23.05.05.,"😢이곳에서 구입후 색상 수량 사이즈 변경이 절대 안된답니다. 어떤 공지도 없고요. 1시간이 넘는 라방내내 말도 없고 구매페이지에도 없는데요.
시스템상 자기들이 발송오류가 많아 안된답니다

비움 여러번 구입했고 그래서 자주 샀는데 왠만해서는 이런 후기 안남기는데 저는 다른 마스크로 갈아탈게요.

그렇게 팔아서 많이 판매하세요.",평점1
yuio****,23.02.15.,아이보리색 중형으로 사고 싶었는데 색깔 너무 예쁘네요. 기존에 쓰던거 보다 도톰하고 부드러워요. 마스끈과 색깔도 같고요. 데일리 블랙도 같이 샀는데 데일리 보다는 살짝 크네요. 제 얼굴엔 데일리가 잘 맞아요. 얼굴 작은 여자분들은 디럭스 중형 보단 데일리 중형이 더 잘 맞을 거에요.,평점4
aloe****,22.09.09.,"핑크베이지는 L로 구입했어요
근데 상아색 M사이즈랑 너무 같아서 대보니.. 똑같아요;
성인남자에게는 어떤지 사이즈 비교하려고 다르게 주문한건데.. 의미가 없어서 당황스러워요!!!
심지어 마스크가 들어있던 포장에는 L사이즈라고 써 있네요;
사이즈 착오는 아니라고 하겠지만.. 꺼내보니 M과 L이 같아요. 왜 이런일이 있는거죠? 그럼 재주문할때 어떤 사이즈를 선택해야할지 알 수가 없네요!",평점5
char****,22.05.29.,"이브랜드 마스크가 가격도싸고 숨쉬기도
편하고 컬러도 다양해서 좋아요
컬러별로 두께가 화이트<그레이<핑크 순으로
여름엔 화이트가 숨쉬기에 편한것같아요
라이브때 대량으로 구매해서 한동안
마스크 걱정없이 쓸것같아요",평점4
tnwl****,22.05.18.,"첨 나왔을 때 사서 지인들 나눔하고~ 다시 재구매 했어요~
화이트 신물나게 해서 라이트 실버 나왔을 때 와아~ 이거다 했네요~ㅎ
어디에도 없을 색상이라 고개 빡~들고 다녀요~ㅋ 봄 여름에 잘 어울릴 색상이고 션해보여 더 좋아요~
브리즈는 여름에, 브릭스는 사계절로 좋을거 같아요~
이제 디럭스 블랙 그레이만 출시되면 가을 겨울 잘 써줄것인데 아직 소식이 없네요~
블그도 꼬옥 출시해주세요~ 이뻐라 해줄게요~",평점5
sshh****,22.12.04.,"라방 때 보고 저렴하게 구입했어요~ 비움 마스크 처음 착용이라 디럭스 추천해주셔서 샀는데 매우 만족합니당^^ 제가 조금 얼굴이 작은 편이라 콧대 부분은 살짝 남는데 그래도 좋아요. 핑크베이지도 얼굴톤에 맞아서 맘에 들고요!
비닐 낭비 안되도록 개별포장 아닌 벌크포장인 점도 맘에 듭니다. 잘 쓰고 다음에도 구입할게요.",평점5
misu****,22.08.21.,"크기는 특대라 남편한테는 딱 맞고 여자인 전 커요. 귀걸이 부분을 꼬아서 하니 맞아요. 근데 대형을 사야 얼굴 윤곽이 더 살것 같더라구요. 색상은 진짜 만족해요 정말 맘에 들어요~~ 기분도 화사해져요.
포장은 25개씩 벌크포장이고, 제질이 부드럽고 귀거는 부분도 짱짱하니 전체적으로 맘에 들어요. 재구매 의사 있어요",평점4
yumi****,22.05.30.,"안녕하세요.
마스크를 펴서 착용하려고 끈을 당겼는데
마스크는 펴지지 않고 끈만 끊어지네요..
마스크 펼 때 끈으로 당겨서 피는 것 아닌가요?
비움은 마스크를 피는 방법이 따로 있나요?
저 45키로 나가는 여자이고, 힘 세지 않습니다.
이 전에도 2개 정도가 마스크 피다가 이렇게 끈이 끊어졌는데 그냥 넘어갈까하다가 3개째 이래버리니..참 어이없고 황당하네요..
하자없는 새제품으로 다시 받고 싶습니다.",평점1
mooo****,22.05.05.,두께가 비움 클래식이랑 라이트 중간이에요. 라이트가 많이 얇아서 좋기는 한데… 땀나면 볼에 달라붙는 느낌이 좀 있어요. 그런데 이건 두께가 좀 있어서 그런지 얼굴에 착 붙지는 않아요. 저는 오히려 그게 더 좋은 것 같더라고요. 많이 더울 땐 라이트 들고나갔다가 중간에 한 번씩 바꿔주려고요. 디럭스가 가격이 착하니…..,평점5
160s****,22.11.08.,"색상은 예쁜데 쓰면 사각턱돼요 동그라미 친 부분 각지네요ㅠㅠ오른쪽 흰색은 에코프로 대형인데 이번에 주문한 중형이 더 크고 넓대대해보이는 건 왜 그럴까요...
착용감은 사람에 따라 다른거니 어쩔수 없다 하지만 마스크 끈이 너무 약합니다 첫번째 뜯은게 힘없이 툭 끊기는게 심상치 않아서 몇개 더 보는데 두 개가 추가로 끊기더라구요 그동안 에코플러스 에코프로 잘 쓰고 다녔는데 너무 슬프네여",평점3
wlgp****,22.06.12.,"우선 색감이 너무 예쁩니다 ,, 핑크베이지 할까 아이보리 할까 고민하다가 좀 더 무난한게 아이보리 일 것 같아서 구매했어요 ! 제가 웜톤이고, 동생이 쿨톤인데 웜쿨 상관없이 잘 어울려요 ! 딱 바닐라색 느낌 ,,? 남자분들도 화사하게 쓰기 좋을 것 같네요 ㅎㅎ

다만 .. 사이즈가 .. 너무너무 커서 남자친구 줬어요 ,, ㅎㅎ ㅠㅠ

제가 가장 잘 착용하고 있는 마스크는 조정석님이 광고하는 < 에어데이즈 대형 > 입니다 !! 저는 보통 얼굴인데 볼살이 흘러넘치는 동그란 얼굴형이에요 ! 에어데이즈는 이런 볼살이나 턱살을 감싸주는 느낌이라 커버가 잘 되더라구요 !

그래서 사이즈도 비교해보고, 후기도 여러개 찾아보다가 넉넉하게 쓰고 싶어서 대형 주문했습니다 ! 면적(?)은 넉넉하게 쓰기 좋은데 ㅠ 품이 크다고 해야하나 ㅠ 암튼 양옆 볼쪽이 뜨는 느낌이에요 ㅠ .. 그래서 얼굴이 네모네모 하게 보이는 느낌 …? 하하 ㅠㅠ

남자친구는 보통 시중에 나와있는 대형 사이즈 사면 너무 딱 맞는 느낌이라 ㅠ 답답하다고 했어요 ! 근데 여기서 구매한 (대형)마스크 주니깐 너무 좋다고 하네요 ㅎㅎ 확실히 시중에 있는 보통 대형 사이즈보다 크게 나온 것 같습니다 !! 저는 다음에 중형으로 다시 주문해보려구요 .. ㅎㅎ",평점4
dydw****,22.07.07.,"제가 얼굴이 좀 많이 작은편이라 아이들 소형 같이 쓰다가 아이들 마스크제품을 바꾸면서 좀 낑겨서 중형시켜봤는데...좀 많이 크네요ㅠㅠ
대형과 크게 차이가 없어요...
옆면도 귀 바로앞까지 덥는거보니..커요ㅠ
소형주문할걸...너무 후회되네요ㅠㅠ
저렴해서 100개나 주문했는데..사이즈확인안해서 망했어요😭
꺼내자마자 착용했는데 냄새는 전혀 없네요~
다쓰고 다음엔 소형으로 주문할게요~😅",평점4
hyoj****,22.06.22.,"너무 커요... 진짜 너무 커요 위 아래로 다 떠요
제 남편이 Mi마마스크 대형 쓰는데
그거랑 사이즈 거의 같아요
이거 중형 맞나 의심스러워요
지퍼팩에는 중형이라 되어있는데 이렇게 클수가... ? 지퍼팩은 중형이라 적혀있고 대형 넣어져 온거아닐까 싶기도..;;;;;",평점4
